1256322770	20240807	202408	2024	2024.5945	ISR	JERUSALEM	ISR																		1	080	080	08	2	5.0	3	1	3	-5.12820512820512	4	Mecca, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	0								4	Mecca, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	20250807220000	https://theweek.com/edition/theweekus-evening-review-2025-08-07-203055
1256322771	20240807	202408	2024	2024.5945	ISR	JERUSALEM	ISR																		1	080	080	08	2	5.0	2	1	2	-5.12820512820512	4	Mecca, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	0								1	Jordan	JO	JO		31	36	JO	20250807220000	https://theweek.com/edition/theweekus-evening-review-2025-08-07-203055
1256322772	20250708	202507	2025	2025.5151	GBR	UNITED KINGDOM	GBR								MED	TELEVISION						MED			1	010	010	01	1	0.0	2	1	2	3.44827586206897	1	Togo	TO	TO		8	1.166667	TO	1	Togo	TO	TO		8	1.166667	TO	1	Togo	TO	TO		8	1.166667	TO	20250807220000	http://www.pambazuka.org/taxonomy/term/15645
1256322773	20250708	202507	2025	2025.5151	GBR	UNITED KINGDOM	GBR								MED	TELEVISION						MED			1	017	017	01	1	0.0	6	1	6	-0.54673990438409	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250807220000	http://www.pambazuka.org/index.php/Live-Aid
1256322774	20250708	202507	2025	2025.5151	USA	MINNEAPOLIS	USA								USALEG	MINNESOTA	USA					LEG			1	173	173	17	4	-5.0	6	1	6	-9.91253644314865	3	Sibley County, Minnesota, United States	US	USMN	MN143	44.5666	-94.2003	659516	3	Sibley County, Minnesota, United States	US	USMN		44.5666	-94.2003	659516	3	Sibley County, Minnesota, United States	US	USMN		44.5666	-94.2003	659516	20250807220000	https://www.mankatofreepress.com/news/local_news/boelter-pleads-not-guilty-to-federal-indictment-in-lawmaker-shootings/article_befc52ca-d7bd-4a3c-8e6c-0f54924536d5.html
1256322775	20250708	202507	2025	2025.5151	USA	MINNEAPOLIS	USA								USALEG	UNITED STATES	USA					LEG			1	173	173	17	4	-5.0	4	1	4	-9.91253644314865	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250807220000	https://www.mankatofreepress.com/news/local_news/boelter-pleads-not-guilty-to-federal-indictment-in-lawmaker-shootings/article_befc52ca-d7bd-4a3c-8e6c-0f54924536d5.html
1256322776	20250731	202507	2025	2025.5781											ARE	UNITED ARAB EMIRATES	ARE								1	040	040	04	1	1.0	3	1	3	-1.53714773697694	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250807220000	https://www.wdrb.com/news/national/trump-says-he-would-meet-with-putin-even-if-the-russian-leader-wont-meet-with/article_48ecd760-205f-5096-b697-8dbfd8c604b6.html
1256322777	20250731	202507	2025	2025.5781	ARE	UNITED ARAB EMIRATES	ARE																		1	040	040	04	1	1.0	3	1	3	-1.53714773697694	1	United Arab Emirates	AE	AE		24	54	AE	0								1	United Arab Emirates	AE	AE		24	54	AE	20250807220000	https://www.wdrb.com/news/national/trump-says-he-would-meet-with-putin-even-if-the-russian-leader-wont-meet-with/article_48ecd760-205f-5096-b697-8dbfd8c604b6.html
1256322778	20250731	202507	2025	2025.5781	ARE	UNITED ARAB EMIRATES	ARE								USA	UNITED STATES	USA								1	040	040	04	1	1.0	1	1	1	-1.53714773697694	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250807220000	https://www.wdrb.com/news/national/trump-says-he-would-meet-with-putin-even-if-the-russian-leader-wont-meet-with/article_48ecd760-205f-5096-b697-8dbfd8c604b6.html
1256322779	20250731	202507	2025	2025.5781	ARE	UNITED ARAB EMIRATES	ARE								USA	UNITED STATES	USA								1	040	040	04	1	1.0	1	1	1	-1.53714773697694	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250807220000	https://www.wdrb.com/news/national/trump-says-he-would-meet-with-putin-even-if-the-russian-leader-wont-meet-with/article_48ecd760-205f-5096-b697-8dbfd8c604b6.html
